date,areaName,newCasesByPublishDate,cumCasesByPublishDate,newDeaths28DaysByPublishDate,cumDeaths28DaysByPublishDate,cumDeaths28DaysByPublishDateRate,newDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDateRate
2020-11-02,East of England,867,,10,4368.0,70.0,14.0,4418.0,70.8
2020-11-03,East of England,781,,9,4377.0,70.2,17.0,4435.0,71.1
2020-11-04,East of England,1131,,31,4408.0,70.7,13.0,4448.0,71.3
2020-11-05,East of England,1056,,14,4422.0,70.9,21.0,4469.0,71.7
2020-11-06,East of England,1007,,15,4437.0,71.2,21.0,4490.0,72.0
2020-11-07,East of England,1224,,19,4456.0,71.5,15.0,4505.0,72.2
2020-11-08,East of England,987,,6,4462.0,71.6,20.0,4525.0,72.6
2020-11-09,East of England,1197,,13,4475.0,71.8,26.0,4551.0,73.0
2020-11-10,East of England,1002,,13,4488.0,72.0,23.0,4574.0,73.3
2020-11-11,East of England,1313,,31,4519.0,72.5,22.0,4596.0,73.7
2020-11-12,East of England,1988,,28,4547.0,72.9,19.0,4615.0,74.0
2020-11-13,East of England,1650,,19,4566.0,73.2,19.0,4634.0,74.3
2020-11-14,East of England,1217,,18,4584.0,73.5,24.0,4658.0,74.7
2020-11-15,East of England,1412,,9,4593.0,73.7,10.0,4668.0,74.9
2020-11-16,East of England,0,,10,4603.0,73.8,15.0,4683.0,75.1
2020-11-17,East of England,1133,,16,4619.0,74.1,19.0,4702.0,75.4
2020-11-18,East of England,890,,34,4653.0,74.6,21.0,4723.0,75.7
2020-11-19,East of England,1504,,19,4672.0,74.9,26.0,4749.0,76.2
2020-11-20,East of England,1150,,33,4705.0,75.4,21.0,4770.0,76.5
2020-11-21,East of England,1195,,8,4713.0,75.6,24.0,4794.0,76.9
2020-11-22,East of England,1455,,26,4739.0,76.0,26.0,4820.0,77.3
2020-11-23,East of England,984,,12,4751.0,76.2,24.0,4844.0,77.7
2020-11-24,East of England,914,,38,4789.0,76.8,22.0,4866.0,78.0
2020-11-25,East of England,1187,,28,4817.0,77.2,30.0,4896.0,78.5
2020-11-26,East of England,1108,,21,4838.0,77.6,19.0,4915.0,78.8
2020-11-27,East of England,949,,38,4876.0,78.2,24.0,4939.0,79.2
2020-11-28,East of England,1074,,16,4892.0,78.4,29.0,4968.0,79.7
2020-11-29,East of England,974,,17,4909.0,78.7,15.0,4983.0,79.9
2020-11-30,East of England,1091,,13,4922.0,78.9,28.0,5011.0,80.4
2020-12-01,East of England,930,,32,4954.0,79.4,30.0,5041.0,80.8
2020-12-02,East of England,1321,,33,4987.0,80.0,23.0,5064.0,81.2
2020-12-03,East of England,1185,,26,5013.0,80.4,23.0,5087.0,81.6
2020-12-04,East of England,1290,,24,5037.0,80.8,25.0,5112.0,82.0
2020-12-05,East of England,1394,,26,5063.0,81.2,23.0,5135.0,82.3
2020-12-06,East of England,1516,,8,5071.0,81.3,21.0,5156.0,82.7
2020-12-07,East of England,1329,,17,5088.0,81.6,24.0,5180.0,83.1
2020-12-08,East of England,1341,,31,5119.0,82.1,26.0,5206.0,83.5
2020-12-09,East of England,1420,,33,5152.0,82.6,26.0,5232.0,83.9
2020-12-10,East of England,2389,,38,5190.0,83.2,34.0,5266.0,84.4
2020-12-11,East of England,2411,,43,5233.0,83.9,9.0,5275.0,84.6
2020-12-12,East of England,2147,,35,5268.0,84.5,4.0,5279.0,84.7
2020-12-13,East of England,2091,106827.0,11,5279.0,84.7,,,
2020-01-03,East Midlands,0,,0,,,,,
2020-01-04,East Midlands,0,,0,,,,,
2020-01-05,East Midlands,0,,0,,,,,
2020-01-06,East Midlands,0,,0,,,,,
2020-01-07,East Midlands,0,,0,,,,,
2020-01-08,East Midlands,0,,0,,,,,
2020-01-09,East Midlands,0,,0,,,,,
2020-01-10,East Midlands,0,,0,,,,,
2020-01-11,East Midlands,0,,0,,,,,
2020-01-12,East Midlands,0,,0,,,,,
2020-01-13,East Midlands,0,,0,,,,,
2020-01-14,East Midlands,0,,0,,,,,
2020-01-15,East Midlands,0,,0,,,,,
2020-01-16,East Midlands,0,,0,,,,,
2020-01-17,East Midlands,0,,0,,,,,
2020-01-18,East Midlands,0,,0,,,,,
2020-01-19,East Midlands,0,,0,,,,,
2020-01-20,East Midlands,0,,0,,,,,
2020-01-21,East Midlands,0,,0,,,,,
2020-01-22,East Midlands,0,,0,,,,,
2020-01-23,East Midlands,0,,0,,,,,
2020-01-24,East Midlands,0,,0,,,,,
2020-01-25,East Midlands,0,,0,,,,,
2020-01-26,East Midlands,0,,0,,,,,
2020-01-27,East Midlands,0,,0,,,,,
2020-01-28,East Midlands,0,,0,,,,,
2020-01-29,East Midlands,0,,0,,,,,
2020-01-30,East Midlands,0,,0,,,,,
2020-01-31,East Midlands,0,,0,,,,,
2020-02-01,East Midlands,0,,0,,,,,
2020-02-02,East Midlands,0,,0,,,,,
2020-02-03,East Midlands,0,,0,,,,,
2020-02-04,East Midlands,0,,0,,,,,
2020-02-05,East Midlands,0,,0,,,,,
2020-02-06,East Midlands,0,,0,,,,,
2020-02-07,East Midlands,0,,0,,,,,
2020-02-08,East Midlands,0,,0,,,,,
2020-02-09,East Midlands,0,,0,,,,,
2020-02-10,East Midlands,0,,0,,,,,
2020-02-11,East Midlands,0,,0,,,,,
2020-02-12,East Midlands,0,,0,,,,,
2020-02-13,East Midlands,0,,0,,,,,
2020-02-14,East Midlands,0,,0,,,,,
2020-02-15,East Midlands,0,,0,,,,,
2020-02-16,East Midlands,0,,0,,,,,
2020-02-17,East Midlands,0,,0,,,,,
2020-02-18,East Midlands,0,,0,,,,,
2020-02-19,East Midlands,0,,0,,,,,
2020-02-20,East Midlands,0,,0,,,,,
2020-02-21,East Midlands,0,,0,,,,,
2020-02-22,East Midlands,0,,0,,,,,
2020-02-23,East Midlands,0,,0,,,,,
2020-02-24,East Midlands,0,,0,,,,,
2020-02-25,East Midlands,0,,0,,,,,
2020-02-26,East Midlands,0,,0,,,,,
2020-02-27,East Midlands,0,,0,,,,,
2020-02-28,East Midlands,0,,0,,,,,
2020-02-29,East Midlands,0,,0,,,,,
2020-03-01,East Midlands,0,,0,,,,,
2020-03-02,East Midlands,0,,0,,,,,
2020-03-03,East Midlands,0,,0,,,1.0,1.0,0.0
2020-03-04,East Midlands,0,,0,,,0.0,1.0,0.0
2020-03-05,East Midlands,0,,0,,,0.0,1.0,0.0
2020-03-06,East Midlands,0,,0,,,0.0,1.0,0.0
2020-03-07,East Midlands,0,,0,,,0.0,1.0,0.0
2020-03-08,East Midlands,0,,0,,,0.0,1.0,0.0
2020-03-09,East Midlands,0,,0,,,0.0,1.0,0.0
2020-03-10,East Midlands,0,,0,,,0.0,1.0,0.0
2020-03-11,East Midlands,0,,0,,,0.0,1.0,0.0
2020-03-12,East Midlands,0,,0,,,1.0,2.0,0.0
2020-03-13,East Midlands,0,,0,,,1.0,3.0,0.1
2020-03-14,East Midlands,0,,0,,,1.0,4.0,0.1
2020-03-15,East Midlands,0,,0,,,0.0,4.0,0.1
2020-03-16,East Midlands,0,,0,,,4.0,8.0,0.2
2020-03-17,East Midlands,0,,0,,,0.0,8.0,0.2
2020-03-18,East Midlands,0,,0,,,3.0,11.0,0.2
2020-03-19,East Midlands,0,,0,,,1.0,12.0,0.2
2020-03-20,East Midlands,0,,0,,,4.0,16.0,0.3
2020-03-21,East Midlands,0,,0,,,2.0,18.0,0.4
2020-03-22,East Midlands,0,,0,,,14.0,32.0,0.7
2020-03-23,East Midlands,0,,0,,,11.0,43.0,0.9
2020-03-24,East Midlands,0,,0,,,14.0,57.0,1.2
2020-03-25,East Midlands,0,,0,,,12.0,69.0,1.4
2020-03-26,East Midlands,0,,0,,,18.0,87.0,1.8
2020-03-27,East Midlands,0,,0,,,21.0,108.0,2.2
2020-03-28,East Midlands,0,,0,,,23.0,131.0,2.7
2020-03-29,East Midlands,0,,0,,,25.0,156.0,3.2
2020-03-30,East Midlands,0,,0,,,25.0,181.0,3.7
2020-03-31,East Midlands,0,,0,,,36.0,217.0,4.5
2020-04-01,East Midlands,0,,0,,,45.0,262.0,5.4
2020-04-02,East Midlands,0,,0,,,43.0,305.0,6.3
2020-04-03,East Midlands,0,,0,,,53.0,358.0,7.4
2020-04-04,East Midlands,0,,0,,,52.0,410.0,8.5
2020-04-05,East Midlands,0,,0,,,61.0,471.0,9.7
2020-04-06,East Midlands,0,,0,,,67.0,538.0,11.1
2020-04-07,East Midlands,0,,0,,,48.0,586.0,12.1
2020-04-08,East Midlands,0,,0,,,66.0,652.0,13.5
2020-04-09,East Midlands,0,,0,,,65.0,717.0,14.8
2020-04-10,East Midlands,0,,0,,,57.0,774.0,16.0
2020-04-11,East Midlands,0,,0,,,63.0,837.0,17.3
2020-04-12,East Midlands,0,,0,,,57.0,894.0,18.5
2020-04-13,East Midlands,0,,0,,,48.0,942.0,19.5
2020-04-14,East Midlands,0,,0,,,60.0,1002.0,20.7
2020-04-15,East Midlands,0,,0,,,65.0,1067.0,22.1
2020-04-16,East Midlands,0,,0,,,32.0,1099.0,22.7
2020-04-17,East Midlands,169,,0,,,60.0,1159.0,24.0
2020-04-18,East Midlands,138,,0,,,49.0,1208.0,25.0
2020-04-19,East Midlands,236,,0,,,50.0,1258.0,26.0
2020-04-20,East Midlands,97,,0,,,63.0,1321.0,27.3
2020-04-21,East Midlands,120,,0,,,38.0,1359.0,28.1
2020-04-22,East Midlands,259,,0,,,38.0,1397.0,28.9
2020-04-23,East Midlands,172,,0,,,50.0,1447.0,29.9
2020-04-24,East Midlands,139,,0,,,41.0,1488.0,30.8
2020-04-25,East Midlands,149,,0,,,41.0,1529.0,31.6
2020-04-26,East Midlands,97,,0,,,46.0,1575.0,32.6
2020-04-27,East Midlands,120,,0,,,45.0,1620.0,33.5
2020-04-28,East Midlands,104,,0,,,43.0,1663.0,34.4
2020-04-29,East Midlands,119,,0,,,50.0,1713.0,35.4
2020-04-30,East Midlands,217,,0,,,42.0,1755.0,36.3
2020-05-01,East Midlands,132,,0,,,40.0,1795.0,37.1
2020-05-02,East Midlands,125,,0,,,34.0,1829.0,37.8
2020-05-03,East Midlands,71,,0,,,40.0,1869.0,38.6
2020-05-04,East Midlands,68,,0,,,42.0,1911.0,39.5
2020-05-05,East Midlands,67,,0,,,39.0,1950.0,40.3
2020-05-06,East Midlands,82,,0,,,35.0,1985.0,41.0
2020-05-07,East Midlands,101,,0,,,32.0,2017.0,41.7
2020-05-08,East Midlands,80,,0,,,30.0,2047.0,42.3
2020-05-09,East Midlands,85,,0,,,35.0,2082.0,43.1
2020-05-10,East Midlands,65,,0,,,24.0,2106.0,43.5
2020-05-11,East Midlands,65,,0,,,29.0,2135.0,44.1
2020-05-12,East Midlands,145,,0,,,33.0,2168.0,44.8
2020-05-13,East Midlands,84,,0,,,15.0,2183.0,45.1
2020-05-14,East Midlands,103,,0,,,30.0,2213.0,45.8
2020-05-15,East Midlands,120,,0,,,18.0,2231.0,46.1
2020-05-16,East Midlands,86,,0,,,23.0,2254.0,46.6
2020-05-17,East Midlands,69,,0,,,16.0,2270.0,46.9
2020-05-18,East Midlands,91,,0,,,27.0,2297.0,47.5
2020-05-19,East Midlands,65,,0,,,22.0,2319.0,48.0
2020-05-20,East Midlands,96,,0,,,23.0,2342.0,48.4
2020-05-21,East Midlands,77,,0,,,25.0,2367.0,48.9
2020-05-22,East Midlands,83,,0,,,21.0,2388.0,49.4
2020-05-23,East Midlands,78,,0,,,29.0,2417.0,50.0
2020-05-24,East Midlands,57,,0,,,14.0,2431.0,50.3
2020-05-25,East Midlands,42,,0,,,19.0,2450.0,50.7
2020-05-26,East Midlands,30,,0,,,23.0,2473.0,51.1
2020-05-27,East Midlands,40,,0,,,20.0,2493.0,51.6
2020-05-28,East Midlands,67,,0,,,19.0,2512.0,51.9
2020-05-29,East Midlands,51,,0,,,11.0,2523.0,52.2
2020-05-30,East Midlands,42,,0,,,17.0,2540.0,52.5
2020-05-31,East Midlands,39,,0,,,13.0,2553.0,52.8
2020-06-01,East Midlands,34,,0,,,17.0,2570.0,53.1
2020-06-02,East Midlands,49,,0,,,13.0,2583.0,53.4
2020-06-03,East Midlands,30,,0,,,19.0,2602.0,53.8
2020-06-04,East Midlands,40,,0,,,14.0,2616.0,54.1
2020-06-05,East Midlands,18,,0,,,8.0,2624.0,54.3
2020-06-06,East Midlands,42,,0,,,16.0,2640.0,54.6
2020-06-07,East Midlands,17,,0,,,12.0,2652.0,54.8
2020-06-08,East Midlands,9,,0,,,16.0,2668.0,55.2
2020-06-09,East Midlands,58,,0,,,12.0,2680.0,55.4
2020-06-10,East Midlands,0,,0,,,11.0,2691.0,55.6
2020-06-11,East Midlands,29,,0,,,18.0,2709.0,56.0
2020-06-12,East Midlands,40,,0,,,12.0,2721.0,56.3
2020-06-13,East Midlands,36,,0,,,5.0,2726.0,56.4
2020-06-14,East Midlands,27,,0,,,14.0,2740.0,56.7
2020-06-15,East Midlands,24,,0,,,8.0,2748.0,56.8
2020-06-16,East Midlands,37,,0,,,6.0,2754.0,56.9
2020-06-17,East Midlands,22,,0,,,6.0,2760.0,57.1
2020-06-18,East Midlands,25,,0,,,12.0,2772.0,57.3
2020-06-19,East Midlands,31,,0,,,9.0,2781.0,57.5
2020-06-20,East Midlands,43,,0,,,12.0,2793.0,57.8
2020-06-21,East Midlands,16,,0,,,7.0,2800.0,57.9
2020-06-22,East Midlands,20,,0,,,7.0,2807.0,58.0
2020-06-23,East Midlands,18,,0,,,6.0,2813.0,58.2
2020-06-24,East Midlands,10,,0,,,13.0,2826.0,58.4
2020-06-25,East Midlands,32,,0,,,11.0,2837.0,58.7
2020-06-26,East Midlands,15,,0,,,5.0,2842.0,58.8
2020-06-27,East Midlands,28,,0,,,6.0,2848.0,58.9
2020-06-28,East Midlands,13,,0,,,4.0,2852.0,59.0
2020-06-29,East Midlands,11,,0,,,5.0,2857.0,59.1
2020-06-30,East Midlands,19,,0,,,5.0,2862.0,59.2
2020-07-01,East Midlands,10820,,0,,,4.0,2866.0,59.3
2020-07-02,East Midlands,96,,0,,,4.0,2870.0,59.3
2020-07-03,East Midlands,113,,0,,,1.0,2871.0,59.4
2020-07-04,East Midlands,103,,0,,,2.0,2873.0,59.4
2020-07-05,East Midlands,106,,0,,,4.0,2877.0,59.5
2020-07-06,East Midlands,69,,0,,,3.0,2880.0,59.6
2020-07-07,East Midlands,131,,0,,,2.0,2882.0,59.6
2020-07-08,East Midlands,139,,0,,,2.0,2884.0,59.6
2020-07-09,East Midlands,118,,0,,,5.0,2889.0,59.7
2020-07-10,East Midlands,65,,0,,,2.0,2891.0,59.8
2020-07-11,East Midlands,116,,0,,,2.0,2893.0,59.8
2020-07-12,East Midlands,110,,0,,,2.0,2895.0,59.9
2020-07-13,East Midlands,93,,0,,,1.0,2896.0,59.9
2020-07-14,East Midlands,48,,0,,,2.0,2898.0,59.9
2020-07-15,East Midlands,76,,0,,,4.0,2902.0,60.0
2020-07-16,East Midlands,103,,0,,,4.0,2906.0,60.1
2020-07-17,East Midlands,104,,0,,,2.0,2908.0,60.1
2020-07-18,East Midlands,110,,0,,,1.0,2909.0,60.2
2020-07-19,East Midlands,109,,0,,,3.0,2912.0,60.2
2020-07-20,East Midlands,76,,0,,,2.0,2914.0,60.3
2020-07-21,East Midlands,33,,0,,,5.0,2919.0,60.4
2020-07-22,East Midlands,60,,0,,,0.0,2919.0,60.4
2020-07-23,East Midlands,78,,0,,,1.0,2920.0,60.4
2020-07-24,East Midlands,83,,0,,,0.0,2920.0,60.4
2020-07-25,East Midlands,69,,0,,,2.0,2922.0,60.4
2020-07-26,East Midlands,100,,0,,,5.0,2927.0,60.5
2020-07-27,East Midlands,65,,0,,,1.0,2928.0,60.5
2020-07-28,East Midlands,23,,0,,,1.0,2929.0,60.6
2020-07-29,East Midlands,92,,0,,,1.0,2930.0,60.6
2020-07-30,East Midlands,67,,0,,,1.0,2931.0,60.6
2020-07-31,East Midlands,96,,0,,,0.0,2931.0,60.6
2020-08-01,East Midlands,77,,0,,,0.0,2931.0,60.6
2020-08-02,East Midlands,83,,0,,,2.0,2933.0,60.7
2020-08-03,East Midlands,108,,0,,,1.0,2934.0,60.7
2020-08-04,East Midlands,87,,0,,,2.0,2936.0,60.7
2020-08-05,East Midlands,98,,0,,,0.0,2936.0,60.7
2020-08-06,East Midlands,76,,0,,,0.0,2936.0,60.7
2020-08-07,East Midlands,102,,0,,,0.0,2936.0,60.7
2020-08-08,East Midlands,64,,0,,,1.0,2937.0,60.7
2020-08-09,East Midlands,87,,0,,,0.0,2937.0,60.7
2020-08-10,East Midlands,83,,0,,,2.0,2939.0,60.8
2020-08-11,East Midlands,123,,0,,,2.0,2941.0,60.8
2020-08-12,East Midlands,76,,0,,,1.0,2942.0,60.8
2020-08-13,East Midlands,0,,0,,,1.0,2943.0,60.9
2020-08-14,East Midlands,416,,0,2932.0,60.6,0.0,2943.0,60.9
2020-08-15,East Midlands,112,,0,,,0.0,2943.0,60.9
2020-08-16,East Midlands,77,,0,,,0.0,2943.0,60.9
2020-08-17,East Midlands,77,,0,2934.0,60.7,0.0,2943.0,60.9
2020-08-18,East Midlands,79,,0,2934.0,60.7,0.0,2943.0,60.9
2020-08-19,East Midlands,65,,0,2934.0,60.7,0.0,2943.0,60.9
2020-08-20,East Midlands,116,,0,2934.0,60.7,1.0,2944.0,60.9
2020-08-21,East Midlands,62,,0,2934.0,60.7,1.0,2945.0,60.9
2020-08-22,East Midlands,131,,0,2934.0,60.7,1.0,2946.0,60.9
2020-08-23,East Midlands,95,,0,2934.0,60.7,0.0,2946.0,60.9
2020-08-24,East Midlands,63,,0,2934.0,60.7,0.0,2946.0,60.9
2020-08-25,East Midlands,74,,1,2935.0,60.7,2.0,2948.0,61.0
2020-08-26,East Midlands,61,,1,2936.0,60.7,0.0,2948.0,61.0
2020-08-27,East Midlands,114,,0,2936.0,60.7,1.0,2949.0,61.0
2020-08-28,East Midlands,70,,1,2937.0,60.7,0.0,2949.0,61.0
2020-08-29,East Midlands,57,,0,,,0.0,2949.0,61.0
2020-08-30,East Midlands,103,,2,2939.0,60.8,2.0,2951.0,61.0
2020-08-31,East Midlands,66,,0,2939.0,60.8,1.0,2952.0,61.0
2020-09-01,East Midlands,61,,0,2939.0,60.8,0.0,2952.0,61.0
2020-09-02,East Midlands,84,,0,2939.0,60.8,1.0,2953.0,61.1
2020-09-03,East Midlands,98,,1,2940.0,60.8,0.0,2953.0,61.1
2020-09-04,East Midlands,110,,2,2942.0,60.8,2.0,2955.0,61.1
2020-09-05,East Midlands,137,,1,2943.0,60.9,0.0,2955.0,61.1
2020-09-06,East Midlands,207,,0,2943.0,60.9,1.0,2956.0,61.1
2020-09-07,East Midlands,226,,0,2943.0,60.9,1.0,2957.0,61.1
2020-09-08,East Midlands,175,,2,2945.0,60.9,0.0,2957.0,61.1
2020-09-09,East Midlands,180,,1,2946.0,60.9,1.0,2958.0,61.2
2020-09-10,East Midlands,179,,1,2947.0,60.9,0.0,2958.0,61.2
2020-09-11,East Midlands,299,,0,2947.0,60.9,0.0,2958.0,61.2
2020-09-12,East Midlands,277,,1,2948.0,61.0,3.0,2961.0,61.2
2020-09-13,East Midlands,242,,2,2950.0,61.0,1.0,2962.0,61.2
2020-09-14,East Midlands,196,,1,2951.0,61.0,1.0,2963.0,61.3
2020-09-15,East Midlands,220,,1,2952.0,61.0,1.0,2964.0,61.3
2020-09-16,East Midlands,270,,1,2953.0,61.1,1.0,2965.0,61.3
2020-09-17,East Midlands,180,,1,2954.0,61.1,0.0,2965.0,61.3
2020-09-18,East Midlands,264,,1,2955.0,61.1,1.0,2966.0,61.3
2020-09-19,East Midlands,206,,0,2955.0,61.1,2.0,2968.0,61.4
2020-09-20,East Midlands,212,,1,2956.0,61.1,0.0,2968.0,61.4
2020-09-21,East Midlands,210,,0,2956.0,61.1,3.0,2971.0,61.4
2020-09-22,East Midlands,230,,0,2956.0,61.1,3.0,2974.0,61.5
2020-09-23,East Midlands,341,,6,2962.0,61.2,1.0,2975.0,61.5
2020-09-24,East Midlands,336,,2,2964.0,61.3,3.0,2978.0,61.6
2020-09-25,East Midlands,300,,2,2966.0,61.3,3.0,2981.0,61.6
2020-09-26,East Midlands,295,,4,2970.0,61.4,1.0,2982.0,61.7
2020-09-27,East Midlands,253,,1,2971.0,61.4,4.0,2986.0,61.7
2020-09-28,East Midlands,222,,0,2971.0,61.4,1.0,2987.0,61.8
2020-09-29,East Midlands,349,,3,2974.0,61.5,3.0,2990.0,61.8
2020-09-30,East Midlands,315,,4,2978.0,61.6,2.0,2992.0,61.9
2020-10-01,East Midlands,428,,1,2979.0,61.6,2.0,2994.0,61.9
2020-10-02,East Midlands,389,,2,2981.0,61.6,1.0,2995.0,61.9
2020-10-03,East Midlands,800,,0,2980.0,61.6,7.0,3002.0,62.1
2020-10-04,East Midlands,1935,,3,2983.0,61.7,4.0,3006.0,62.2
2020-10-05,East Midlands,712,,1,2984.0,61.7,3.0,3009.0,62.2
2020-10-06,East Midlands,888,,4,2988.0,61.8,2.0,3011.0,62.3
2020-10-07,East Midlands,931,,2,2990.0,61.8,5.0,3016.0,62.4
2020-10-08,East Midlands,1853,,7,2997.0,62.0,2.0,3018.0,62.4
2020-10-09,East Midlands,1397,,5,3002.0,62.1,6.0,3024.0,62.5
2020-10-10,East Midlands,1177,,3,3005.0,62.1,3.0,3027.0,62.6
2020-10-11,East Midlands,1141,,2,3007.0,62.2,7.0,3034.0,62.7
2020-10-12,East Midlands,1340,,0,3007.0,62.2,6.0,3040.0,62.9
2020-10-13,East Midlands,1541,,5,3012.0,62.3,10.0,3050.0,63.1
2020-10-14,East Midlands,1876,,10,3022.0,62.5,10.0,3060.0,63.3
2020-10-15,East Midlands,1999,,11,3033.0,62.7,14.0,3074.0,63.6
2020-10-16,East Midlands,658,,15,3048.0,63.0,9.0,3083.0,63.8
2020-10-17,East Midlands,1234,,8,3056.0,63.2,17.0,3100.0,64.1
2020-10-18,East Midlands,1510,,6,3062.0,63.3,6.0,3106.0,64.2
2020-10-19,East Midlands,1952,,12,3074.0,63.6,9.0,3115.0,64.4
2020-10-20,East Midlands,1935,,11,3085.0,63.8,17.0,3132.0,64.8
2020-10-21,East Midlands,1949,,11,3096.0,64.0,12.0,3144.0,65.0
2020-10-22,East Midlands,1850,,14,3110.0,64.3,23.0,3167.0,65.5
2020-10-23,East Midlands,1793,,20,3130.0,64.7,21.0,3188.0,65.9
2020-10-24,East Midlands,2134,,8,3138.0,64.9,21.0,3209.0,66.4
2020-10-25,East Midlands,1756,,22,3160.0,65.3,23.0,3232.0,66.8
2020-10-26,East Midlands,1928,,9,3169.0,65.5,21.0,3253.0,67.3
2020-10-27,East Midlands,1835,,35,3204.0,66.3,24.0,3277.0,67.8
2020-10-28,East Midlands,1906,,24,3228.0,66.8,28.0,3305.0,68.3
2020-10-29,East Midlands,2060,,25,3253.0,67.3,20.0,3325.0,68.8
2020-10-30,East Midlands,2015,,24,3277.0,67.8,28.0,3353.0,69.3
2020-10-31,East Midlands,2231,,23,3300.0,68.2,30.0,3383.0,70.0
2020-11-01,East Midlands,2310,,13,3313.0,68.5,31.0,3414.0,70.6
2020-11-02,East Midlands,1542,,15,3328.0,68.8,36.0,3450.0,71.3
2020-11-03,East Midlands,1695,,44,3372.0,69.7,24.0,3474.0,71.8
2020-11-04,East Midlands,1875,,32,3404.0,70.4,36.0,3510.0,72.6
2020-11-05,East Midlands,2172,,26,3430.0,70.9,32.0,3542.0,73.2
2020-11-06,East Midlands,2113,,42,3472.0,71.8,32.0,3574.0,73.9
2020-11-07,East Midlands,2157,,36,3508.0,72.5,32.0,3606.0,74.6
2020-11-08,East Midlands,2175,,13,3521.0,72.8,44.0,3650.0,75.5
2020-11-09,East Midlands,2351,,18,3539.0,73.2,50.0,3700.0,76.5
2020-11-10,East Midlands,2710,,55,3594.0,74.3,35.0,3735.0,77.2
2020-11-11,East Midlands,1598,,61,3655.0,75.6,29.0,3764.0,77.8
2020-11-12,East Midlands,3428,,45,3700.0,76.5,43.0,3807.0,78.7
2020-11-13,East Midlands,2383,,28,3728.0,77.1,39.0,3846.0,79.5
2020-11-14,East Midlands,2188,,49,3777.0,78.1,46.0,3892.0,80.5
2020-11-15,East Midlands,2468,,22,3799.0,78.6,43.0,3935.0,81.4
2020-11-16,East Midlands,3344,,20,3819.0,79.0,45.0,3980.0,82.3
2020-11-17,East Midlands,1982,,72,3891.0,80.5,44.0,4024.0,83.2
2020-11-18,East Midlands,1641,,40,3931.0,81.3,56.0,4080.0,84.4
2020-11-19,East Midlands,1807,,58,3989.0,82.5,47.0,4127.0,85.3
2020-11-20,East Midlands,1530,,44,4033.0,83.4,45.0,4172.0,86.3
2020-11-21,East Midlands,2322,,29,4062.0,84.0,41.0,4213.0,87.1
2020-11-22,East Midlands,1648,,42,4104.0,84.9,57.0,4270.0,88.3
2020-11-23,East Midlands,1457,,20,4124.0,85.3,50.0,4320.0,89.3
2020-11-24,East Midlands,878,,67,4191.0,86.7,50.0,4370.0,90.4
2020-11-25,East Midlands,1540,,70,4261.0,88.1,46.0,4416.0,91.3
2020-11-26,East Midlands,1530,,54,4315.0,89.2,51.0,4467.0,92.4
2020-11-27,East Midlands,1237,,47,4362.0,90.2,49.0,4516.0,93.4
2020-11-28,East Midlands,1331,,59,4421.0,91.4,51.0,4567.0,94.4
2020-11-29,East Midlands,898,,31,4452.0,92.1,45.0,4612.0,95.4
2020-11-30,East Midlands,1027,,16,4468.0,92.4,41.0,4653.0,96.2
2020-12-01,East Midlands,1075,,50,4518.0,93.4,54.0,4707.0,97.3
2020-12-02,East Midlands,1275,,80,4598.0,95.1,50.0,4757.0,98.4
2020-12-03,East Midlands,1092,,55,4653.0,96.2,43.0,4800.0,99.3
2020-12-04,East Midlands,1284,,49,4702.0,97.2,46.0,4846.0,100.2
2020-12-05,East Midlands,1323,,55,4757.0,98.4,35.0,4881.0,100.9
2020-12-06,East Midlands,1265,,23,4780.0,98.8,39.0,4920.0,101.7
2020-12-07,East Midlands,1028,,24,4804.0,99.3,36.0,4956.0,102.5
2020-12-08,East Midlands,887,,64,4868.0,100.7,27.0,4983.0,103.0
2020-12-09,East Midlands,994,,56,4924.0,101.8,37.0,5020.0,103.8
2020-12-10,East Midlands,1610,,39,4963.0,102.6,33.0,5053.0,104.5
2020-12-11,East Midlands,1528,,38,5001.0,103.4,26.0,5079.0,105.0
2020-12-12,East Midlands,1315,,65,5066.0,104.8,7.0,5086.0,105.2
2020-12-13,East Midlands,1288,153445.0,20,5086.0,105.2,,,
